Name,Gender,Game,Age,Age_range,Playable,Sexualization,Id,Species,Side,Relevance,Romantic_Interest,Game_Id,Title,Release,Series,Genre,Sub-genre,Developer,Publisher,Country,Platform,PEGI,Customizable_main,Protagonist,Protagonist_Non_Male,Relevant_males,Relevant_no_males,Percentage_non_male,Criteria,Director,Total_team,female_team,Team_percentage,Metacritic ,Destructoid,IGN,GameSpot,Avg_Reviews,Unnamed: 27,Sexualized_clothing,Trophy,Damsel in Distress,Sexualized Cutscenes,Total
Serena,Female,DQXI,16,Teenager,1,0,DQXI_Serena,Human,P,MC,Opt,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8.0,8.8,9.0,8.7,,0,0,0,0,0
Jade,Female,DQXI,21,Young adult,1,2,DQXI_Jade,Human,P,MC,Opt,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8.0,8.8,9.0,8.7,,1,0,0,1,2
Erik,Male,DQXI,19,Young adult,1,0,DQXI_Erik,Human,P,MC,Opt,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8.0,8.8,9.0,8.7,,0,0,0,0,0
Sylvando,Male,DQXI,Adult,Adult,1,0,DQXI_Sylvando,Human,P,MC,Opt,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8.0,8.8,9.0,8.7,,0,0,0,0,0
Veronica,Female,DQXI,16,Teenager,1,0,DQXI_Veronica,Human,P,MC,Opt,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8.0,8.8,9.0,8.7,,0,0,0,0,0
King Carnelian,Male,DQXI,Elderly,Elderly,0,0,DQXI_King,Human,B,SC,No,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8.0,8.8,9.0,8.7,,0,0,0,0,0
Jasper,Male,DQXI,36,Adult,0,0,DQXI_Jasper,Human,B,SC,No,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8.0,8.8,9.0,8.7,,0,0,0,0,0
Hendrik,Male,DQXI,36,Adult,1,0,DQXI_Hendrik,Human,B,MC,Opt,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8.0,8.8,9.0,8.7,,0,0,0,0,0
Mordegon,Male,DQXI,Unknown,Unknown,0,0,DQXI_Mordegon,Humanoid,A,MA,No,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8.0,8.8,9.0,8.7,,0,0,0,0,0
Calasmos,Male,DQXI,Unknown,Unknown,0,0,DQXI_Calasmos,Creature,A,MA,No,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8.0,8.8,9.0,8.7,,0,0,0,0,0
Serenica,Female,DQXI,Unknown,Unknown,0,0,DQXI_Serenica,Human,P,SC,No,DQXI,Dragon Quest XI,Jul-17,Dragon Quest,RPG,RPG,Square Enix,Square Enix,JPN,Multi,12,No,1,0,9,4,31%,TR,M,8,0,0%,8.8,8.0,8.8,9.0,8.7,,0,0,0,0,0
Kiryu,Male,YK0,20,Young adult,1,0,YK0_Kiryu,Human,P,PA,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
Nishikiyama,Male,YK0,20,Young adult,0,0,YK0_Nishikiyama,Human,P,MC,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
Daisaku Kuze,Male,YK0,50,Middle-aged,0,0,YK0_Daisaku,Human,A,MC,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
Keiji Shibusawa,Male,YK0,Middle-aged,Middle-aged,0,0,YK0_Keiji,Human,A,MA,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
Hiroki Awano,Male,YK0,Middle-aged,Middle-aged,0,0,YK0_Hiroki,Human,A,MC,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
Soehi Dojima,Male,YK0,Middle-aged,Middle-aged,0,0,YK0_Soehi,Human,A,MC,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
Tachibana,Male,YK0,25,Adult,0,0,YK0_Tachibana,Human,P,DA,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
Goro Majima,Male,YK0,24,Young adult,1,0,YK0_Goro,Human,P,PA,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
Shimano,Male,YK0,40,Middle-aged,0,0,YK0_Shimano,Human,A,MC,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
Sagawa,Male,YK0,50,Middle-aged,0,0,YK0_Sagawa,Human,A,MC,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
Makoto,Female,YK0,20,Young adult,0,2,YK0_Makoto,Human,P,DA,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,1,1,0,2
Wen Hai Lee,Male,YK0,Adult,Adult,0,0,YK0_Wen,Human,P,SC,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
Homare Nishitane,Male,YK0,20,Young adult,0,0,YK0_Homare,Human,A,SC,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
Oda,Male,YK0,Adult,Adult,0,0,YK0_Oda,Human,A,SC,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
Reina,Female,YK0,Adult,Adult,0,0,YK0_Reina,Human,P,SC,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
Sera,Male,YK0,39,Adult,0,0,YK0_Sera,Human,P,SC,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
Lao Gui,Male,YK0,Middle-aged,Middle-aged,0,0,YK0_Lao,Human,A,SC,No,YK0,Yakuza 0,Mar-15,Yakuza,Action-adventure,Action-adventure,Ryu Ga Gotoku Studio,Sega,JPN,Multi,18,No,2,0,15,2,12%,TR,M,5,0,0%,8.7,9.0,8.5,8.0,8.6,,0,0,0,0,0
User,Non-binary,TINGWD,Unknown,Unknown,1,0,TINGWD_User,Human,P,PA,No,TINGWD,There is No Game: Wrong Dimension,Aug-20,,Interactive Story,Interactive Story,Draw Me A Pixel,Draw Me A Pixel,FRA,Computer,7,No,1,1,3,2,40%,TR,M,6,2,33%,8.8,,,9.6,9.2,,0,0,0,0,0
Game,Male,TINGWD,Unknown,Unknown,0,0,TINGWD_Game,Robot,P,DA,No,TINGWD,There is No Game: Wrong Dimension,Aug-20,,Interactive Story,Interactive Story,Draw Me A Pixel,Draw Me A Pixel,FRA,Computer,7,No,1,1,3,2,40%,TR,M,6,2,33%,8.8,,,9.6,9.2,,0,0,0,0,0
GiGi,Female,TINGWD,Unknown,Unknown,0,1,TINGWD_GiGi,Robot,P,MC,Yes,TINGWD,There is No Game: Wrong Dimension,Aug-20,,Interactive Story,Interactive Story,Draw Me A Pixel,Draw Me A Pixel,FRA,Computer,7,No,1,1,3,2,40%,TR,M,6,2,33%,8.8,,,9.6,9.2,,0,0,1,0,1
Glitch,Male,TINGWD,Unknown,Unknown,0,0,TINGWD_Glitch,Robot,A,MA,No,TINGWD,There is No Game: Wrong Dimension,Aug-20,,Interactive Story,Interactive Story,Draw Me A Pixel,Draw Me A Pixel,FRA,Computer,7,No,1,1,3,2,40%,TR,M,6,2,33%,8.8,,,9.6,9.2,,0,0,0,0,0
Creator,Male,TINGWD,Adult,Adult,0,0,TINGWD_Creator,Human,A,SC,No,TINGWD,There is No Game: Wrong Dimension,Aug-20,,Interactive Story,Interactive Story,Draw Me A Pixel,Draw Me A Pixel,FRA,Computer,7,No,1,1,3,2,40%,TR,M,6,2,33%,8.8,,,9.6,9.2,,0,0,0,0,0
Godwoken,Custom,DOS2,Adult,Adult,1,0,DOS2_Godwoken,Human,P,PA,No,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9.0,9.6,10.0,9.5,,0,0,0,0,0
Alexandar,Male,DOS2,Adult,Adult,0,0,DOS2_Alexandar,Human,A,SC,No,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9.0,9.6,10.0,9.5,,0,0,0,0,0
Dallis,Female,DOS2,Adult,Adult,0,0,DOS2_Dallis,Human,A,MC,No,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9.0,9.6,10.0,9.5,,0,0,0,0,0
Lucian,Male,DOS2,Adult,Adult,0,0,DOS2_Lucian,Human,A,SC,No,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9.0,9.6,10.0,9.5,,0,0,0,0,0
Braccus Rex,Male,DOS2,Adult,Adult,0,0,DOS2_Braccus,Human,A,SC,No,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9.0,9.6,10.0,9.5,,0,0,0,0,0
Beast,Male,DOS2,Adult,Adult,1,0,DOS2_Beast,Human,P,MC,Opt,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9.0,9.6,10.0,9.5,,0,0,0,0,0
Sebille,Female,DOS2,Adult,Adult,1,0,DOS2_Sebille,Human,P,MC,Opt,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9.0,9.6,10.0,9.5,,0,0,0,0,0
Ifan Ben-Mezd,Male,DOS2,Adult,Adult,1,0,DOS2_Ifan,Human,P,MC,Opt,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9.0,9.6,10.0,9.5,,0,0,0,0,0
Red Prince,Male,DOS2,Adult,Adult,1,0,DOS2_Red,Humanoid,P,MC,Opt,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9.0,9.6,10.0,9.5,,0,0,0,0,0
Fane,Male,DOS2,Adult,Adult,1,0,DOS2_Fane,Humanoid,P,MC,Opt,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9.0,9.6,10.0,9.5,,0,0,0,0,0
Lohse,Female,DOS2,Adult,Adult,1,0,DOS2_Lohse,Human,P,MC,Opt,DOS2,Divinity:Original Sin II,Sep-17,Divinity,RPG,RPG,Larian Studios,Larian Studios,BEL,Multi,18,Yes,1,1,7,4,36%,TR,M,7,1,14%,9.4,9.0,9.6,10.0,9.5,,0,0,0,0,0
Sekiro Wolf,Male,SSDT,Adult,Adult,1,0,SSDT_Sekiro,Human,P,PA,No,SSDT,Sekiro: Shadows Die Twice,Mar-19,,Action-adventure,Action-adventure,FromSoftware,Activision,JPN,Multi,18,No,1,0,7,1,13%,TR,M,7,0,0%,9.0,9.0,9.5,9.0,9.1,,0,0,0,0,0
Kuro Divine Lord,Male,SSDT,Child,Child,0,1,SSDT_Kuro,Human,P,DA,No,SSDT,Sekiro: Shadows Die Twice,Mar-19,,Action-adventure,Action-adventure,FromSoftware,Activision,JPN,Multi,18,No,1,0,7,1,13%,TR,M,7,0,0%,9.0,9.0,9.5,9.0,9.1,,0,1,0,0,1
Commander,Male,SSDT,Adult,Adult,0,0,SSDT_Commander,Human,A,SC,No,SSDT,Sekiro: Shadows Die Twice,Mar-19,,Action-adventure,Action-adventure,FromSoftware,Activision,JPN,Multi,18,No,1,0,7,1,13%,TR,M,7,0,0%,9.0,9.0,9.5,9.0,9.1,,0,0,0,0,0
Isshin,Male,SSDT,Elderly,Elderly,0,0,SSDT_Isshin,Human,A,MC,No,SSDT,Sekiro: Shadows Die Twice,Mar-19,,Action-adventure,Action-adventure,FromSoftware,Activision,JPN,Multi,18,No,1,0,7,1,13%,TR,M,7,0,0%,9.0,9.0,9.5,9.0,9.1,,0,0,0,0,0
Genichiro,Male,SSDT,Adult,Adult,0,0,SSDT_Genichiro,Human,A,MA,No,SSDT,Sekiro: Shadows Die Twice,Mar-19,,Action-adventure,Action-adventure,FromSoftware,Activision,JPN,Multi,18,No,1,0,7,1,13%,TR,M,7,0,0%,9.0,9.0,9.5,9.0,9.1,,0,0,0,0,0
Emma,Female,SSDT,Adult,Adult,0,0,SSDT_Emma,Human,B,SC,No,SSDT,Sekiro: Shadows Die Twice,Mar-19,,Action-adventure,Action-adventure,FromSoftware,Activision,JPN,Multi,18,No,1,0,7,1,13%,TR,M,7,0,0%,9.0,9.0,9.5,9.0,9.1,,0,0,0,0,0
Owl,Male,SSDT,Elderly,Elderly,0,0,SSDT_Owl,Human,B,SC,No,SSDT,Sekiro: Shadows Die Twice,Mar-19,,Action-adventure,Action-adventure,FromSoftware,Activision,JPN,Multi,18,No,1,0,7,1,13%,TR,M,7,0,0%,9.0,9.0,9.5,9.0,9.1,,0,0,0,0,0
Sculptor,Male,SSDT,Elderly,Elderly,0,0,SSDT_Sculptor,Human,B,SC,No,SSDT,Sekiro: Shadows Die Twice,Mar-19,,Action-adventure,Action-adventure,FromSoftware,Activision,JPN,Multi,18,No,1,0,7,1,13%,TR,M,7,0,0%,9.0,9.0,9.5,9.0,9.1,,0,0,0,0,0
Ori,Non-binary,OABF,Unknown,Unknown,1,0,OABF_Ori,Creature,P,PA,No,OABF,Ori and the Blind Forest,Mar-15,,Action-adventure,Platform-adventure,Moon Studios,Microsoft Studios,AUT,Multi,7,Non-Binary,1,1,1,4,80%,TR,M,3,0,0%,8.8,9.5,8.5,9.0,9.0,,0,0,0,0,0
Kuro,Female,OABF,Unknown,Unknown,0,0,OABF_Kuro,Animal,A,MA,No,OABF,Ori and the Blind Forest,Mar-15,,Action-adventure,Platform-adventure,Moon Studios,Microsoft Studios,AUT,Multi,7,Non-Binary,1,1,1,4,80%,TR,M,3,0,0%,8.8,9.5,8.5,9.0,9.0,,0,0,0,0,0
Naru,Female,OABF,Unknown,Unknown,0,0,OABF_Naru,Creature,P,MC,No,OABF,Ori and the Blind Forest,Mar-15,,Action-adventure,Platform-adventure,Moon Studios,Microsoft Studios,AUT,Multi,7,Non-Binary,1,1,1,4,80%,TR,M,3,0,0%,8.8,9.5,8.5,9.0,9.0,,0,0,0,0,0
Gumo,Male,OABF,Unknown,Unknown,0,0,OABF_Gumo,Creature,B,SC,No,OABF,Ori and the Blind Forest,Mar-15,,Action-adventure,Platform-adventure,Moon Studios,Microsoft Studios,AUT,Multi,7,Non-Binary,1,1,1,4,80%,TR,M,3,0,0%,8.8,9.5,8.5,9.0,9.0,,0,0,0,0,0
Sein,Non-binary,OABF,Unknown,Unknown,0,0,OABF_Sein,Animated Object,P,SK,No,OABF,Ori and the Blind Forest,Mar-15,,Action-adventure,Platform-adventure,Moon Studios,Microsoft Studios,AUT,Multi,7,Non-Binary,1,1,1,4,80%,TR,M,3,0,0%,8.8,9.5,8.5,9.0,9.0,,0,0,0,0,0
Nero,Male,DMC5,23,Young adult,1,0,DMC5_Nero,Human,P,PA,No,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10.0,9.5,9.0,9.3,,0,0,0,0,0
Dante,Male,DMC5,Middle-aged,Middle-aged,1,0,DMC5_Dante,Human,P,DA,No,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10.0,9.5,9.0,9.3,,0,0,0,0,0
Nico,Female,DMC5,Adult,Adult,0,0,DMC5_Nico,Human,P,SK,No,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10.0,9.5,9.0,9.3,,0,0,0,0,0
V,Male,DMC5,Adult,Adult,1,0,DMC5_V,Human,B,PA,No,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10.0,9.5,9.0,9.3,,0,0,0,0,0
Urizen,Male,DMC5,Unknown,Unknown,0,0,DMC5_Urizen,Creature,A,MA,No,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10.0,9.5,9.0,9.3,,0,0,0,0,0
Lady,Female,DMC5,Adult,Adult,0,0,DMC5_Lady,Human,P,SC,No,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10.0,9.5,9.0,9.3,,0,0,0,0,0
Trish,Female,DMC5,Unknown,Unknown,0,0,DMC5_Trish,Human,P,SC,No,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10.0,9.5,9.0,9.3,,0,0,0,0,0
Vergil,Male,DMC5,Middle-aged,Middle-aged,0,0,DMC5_Vergil,Human,A,MC,No,DMC5,Devil May Cry 5,Mar-19,Devil May Cry,Action-adventure,Action-adventure,Capcom,Capcom,JPN,Multi,18,No,2,0,5,3,38%,TR,M,7,0,0%,8.7,10.0,9.5,9.0,9.3,,0,0,0,0,0
Byleth,Custom,FE3H,26,Adult,1,0,FE3H_Byleth,Human,P,PA,No,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9.0,9.2,,0,0,0,0,0
Sothis,Female,FE3H,Unknown,Unknown,0,0,FE3H_Sothis,Human,P,SK,No,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9.0,9.2,,0,0,0,0,0
Edelgard,Female,FE3H,23,Young adult,1,0,FE3H_Edelgard,Human,B,MC,Opt,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9.0,9.2,,0,0,0,0,0
Dimitri Prince,Male,FE3H,23,Young adult,1,0,FE3H_Dimitri,Human,B,MC,No,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9.0,9.2,,0,0,0,0,0
Claude,Male,FE3H,23,Young adult,1,0,FE3H_Claude,Human,B,MC,No,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9.0,9.2,,0,0,0,0,0
Jeralt,Male,FE3H,Elderly,Elderly,0,0,FE3H_Jeralt,Human,B,MC,No,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9.0,9.2,,0,0,0,0,0
Rhea,Female,FE3H,Unknown,Unknown,0,0,FE3H_Rhea,Human,B,MC,Opt,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9.0,9.2,,0,0,0,0,0
Flame Emperor,Male,FE3H,Unknown,Unknown,0,0,FE3H_Flame,Human,B,SC,No,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9.0,9.2,,0,0,0,0,0
Nemesis,Male,FE3H,Unknown,Unknown,0,0,FE3H_Nemesis,Human,B,SC,No,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9.0,9.2,,0,0,0,0,0
Aelfric,Female,FE3H,38,Adult,0,0,FE3H_Aelfric,Human,B,SC,No,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9.0,9.2,,0,0,0,0,0
Thales,Male,FE3H,Unknown,Unknown,0,0,FE3H_Thales,Human,A,MA,No,FE3H,Fire Emblem: Three Houses,Jul-19,Fire Emblem,RPG,Tactical RPG,Intelligent Systems Koei Tecmo,Nintendo,JPN,Nintendo Switch,12,Yes,1,1,6,5,45%,TR,M,12,3,25%,8.9,9.5,9.5,9.0,9.2,,0,0,0,0,0
Edith,Female,WROEF,17,Teenager,1,0,WROEF_Edith,Human,P,PA,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Edie,Female,WROEF,93,Elderly,0,0,WROEF_Edie,Human,P,MC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Dawn,Female,WROEF,48,Middle-aged,0,0,WROEF_Dawn,Human,P,MC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Sven,Male,WROEF,49,Middle-aged,0,0,WROEF_Sven,Human,P,MC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Molly,Female,WROEF,10,Child,0,0,WROEF_Molly,Human,P,MC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
